,name,categories,latitude,longitude
380,K W BBQ Kitchen,BBQ Joint,43.256556155396176,-79.88510146737099
381,Charred,BBQ Joint,43.25906138152248,-79.87338691949844
382,Saltlick Smokehouse,BBQ Joint,43.25906138152248,-79.87338691949844
383,Booster Juice,Juice Bar,43.25906138152248,-79.87338691949844
384,Saltlick Smokehouse,BBQ Joint,43.25906138152248,-79.87338691949844
385,Freshly Squeezed,Juice Bar,43.25906138152248,-79.87338691949844
386,Lou Dawg's Southern Bbq,BBQ Joint,43.25906138152248,-79.87338691949844
387,Big Scoops,Ice Cream Parlor,43.25906138152248,-79.87338691949844
388,Willard's Ice Cream,Ice Cream Parlor,43.25906138152248,-79.87338691949844
389,Cho Sun Ok Korean BBQ Restaurant,BBQ Joint,43.25906138152248,-79.87338691949844
390,K W BBQ Kitchen,BBQ Joint,43.25906138152248,-79.87338691949844
391,Charred,BBQ Joint,43.25693469264953,-79.86957684159279
392,Saltlick Smokehouse,BBQ Joint,43.25693469264953,-79.86957684159279
393,Booster Juice,Juice Bar,43.25693469264953,-79.86957684159279
394,Freshly Squeezed,Juice Bar,43.25693469264953,-79.86957684159279
395,Saltlick Smokehouse,BBQ Joint,43.25693469264953,-79.86957684159279
396,Big Scoops,Ice Cream Parlor,43.25693469264953,-79.86957684159279
397,Lou Dawg's Southern Bbq,BBQ Joint,43.25693469264953,-79.86957684159279
398,Willard's Ice Cream,Ice Cream Parlor,43.25693469264953,-79.86957684159279
399,Cho Sun Ok Korean BBQ Restaurant,BBQ Joint,43.25693469264953,-79.86957684159279
400,K W BBQ Kitchen,BBQ Joint,43.25693469264953,-79.86957684159279
401,Bayfront Park Beach Area,Beach,43.27260051521549,-79.86689731478691
402,Scoops Ice Cream Hut,Ice Cream Parlor,43.27260051521549,-79.86689731478691
403,Hamilton Waterfront Scoops,Ice Cream Parlor,43.27260051521549,-79.86689731478691
404,Booster Juice,Juice Bar,43.25400491861888,-79.86223563551903
405,Big Scoops,Ice Cream Parlor,43.25400491861888,-79.86223563551903
406,Freshly Squeezed,Juice Bar,43.25400491861888,-79.86223563551903
407,Saltlick Smokehouse,BBQ Joint,43.25400491861888,-79.86223563551903
408,Willard's Ice Cream,Ice Cream Parlor,43.25400491861888,-79.86223563551903
409,Booster Juice,Juice Bar,43.24978615747242,-79.87574994564056
410,Big Scoops,Ice Cream Parlor,43.24978615747242,-79.87574994564056
411,Freshly Squeezed,Juice Bar,43.24978615747242,-79.87574994564056
412,Willard's Ice Cream,Ice Cream Parlor,43.24978615747242,-79.87574994564056
413,Charred,BBQ Joint,43.265938747249415,-79.86042380332947
414,Saltlick Smokehouse,BBQ Joint,43.265938747249415,-79.86042380332947
415,Charred,BBQ Joint,43.26624929442286,-79.86611008644103
416,Saltlick Smokehouse,BBQ Joint,43.26624929442286,-79.86611008644103
417,Saltlick Smokehouse,BBQ Joint,43.26624929442286,-79.86611008644103
418,Bayfront Park Beach Area,Beach,43.26624929442286,-79.86611008644103
419,Scoops Ice Cream Hut,Ice Cream Parlor,43.27365898786445,-79.86182928085327
420,Hamilton Waterfront Scoops,Ice Cream Parlor,43.27365898786445,-79.86182928085327
421,Scoops Ice Cream Hut,Ice Cream Parlor,43.27528883070137,-79.85690742731094
422,Hamilton Waterfront Scoops,Ice Cream Parlor,43.27528883070137,-79.85690742731094
423,Charred,BBQ Joint,43.2637774120007,-79.8660421593136
424,Saltlick Smokehouse,BBQ Joint,43.2637774120007,-79.8660421593136
425,Booster Juice,Juice Bar,43.2637774120007,-79.8660421593136
426,Saltlick Smokehouse,BBQ Joint,43.2637774120007,-79.8660421593136
427,Freshly Squeezed,Juice Bar,43.2637774120007,-79.8660421593136
428,K W BBQ Kitchen,BBQ Joint,43.2637774120007,-79.8660421593136
429,Cho Sun Ok Korean BBQ Restaurant,BBQ Joint,43.2637774120007,-79.8660421593136
430,TCBY,Frozen Yogurt Shop,43.25960441109783,-79.90210264921188
431,Hamilton Beach,Beach,43.26000777328068,-79.7663875669241
432,Hamilton Beach Trail,Bike Trail,43.26000777328068,-79.7663875669241
433,Van Wagners Beach,Beach,43.26000777328068,-79.7663875669241
434,Charred,BBQ Joint,43.2573917915248,-79.86790180206299
435,Saltlick Smokehouse,BBQ Joint,43.2573917915248,-79.86790180206299
436,Booster Juice,Juice Bar,43.2573917915248,-79.86790180206299
437,Freshly Squeezed,Juice Bar,43.2573917915248,-79.86790180206299
438,Saltlick Smokehouse,BBQ Joint,43.2573917915248,-79.86790180206299
439,Big Scoops,Ice Cream Parlor,43.2573917915248,-79.86790180206299
440,Lou Dawg's Southern Bbq,BBQ Joint,43.2573917915248,-79.86790180206299
441,Willard's Ice Cream,Ice Cream Parlor,43.2573917915248,-79.86790180206299
442,Cho Sun Ok Korean BBQ Restaurant,BBQ Joint,43.2573917915248,-79.86790180206299
443,K W BBQ Kitchen,BBQ Joint,43.2573917915248,-79.86790180206299
